30.000000;28.000000;0.045423;move(25.000000, 0.000000, 0.000000);53.000000;28.000000;-0.000000
53.000000;28.000000;-0.000000;move(25.000000, 0.000000, 0.000000);78.000000;27.000000;-0.000000
78.000000;27.000000;-0.000000;move(25.000000, 0.000000, 0.000000);101.000000;26.000000;-0.047583
101.000000;26.000000;-0.047583;move(25.000000, 0.000000, 0.000000);126.000000;26.000000;-0.000000
126.000000;26.000000;-0.000000;move(25.000000, 0.000000, 0.000000);146.000000;26.000000;-0.049958
35.000000;21.000000;-0.000000;move(25.000000, 0.000000, 0.000000);59.000000;20.000000;0.047583
59.000000;20.000000;0.047583;move(25.000000, 0.000000, 0.000000);84.000000;20.000000;-0.000000
84.000000;20.000000;-0.000000;move(25.000000, 0.000000, 0.000000);109.000000;22.000000;-0.000000
109.000000;22.000000;-0.000000;move(25.000000, 0.000000, 0.000000);132.000000;22.000000;-0.000000
132.000000;22.000000;-0.000000;move(25.000000, 0.000000, 0.000000);157.000000;21.000000;-0.000000
160.000000;20.000000;3.096170;move(25.000000, 0.000000, 0.000000);136.000000;20.000000;3.094010
136.000000;20.000000;3.094010;move(25.000000, 0.000000, 0.000000);111.000000;22.000000;3.141590
111.000000;22.000000;3.141590;move(25.000000, 0.000000, 0.000000);87.000000;22.000000;3.094010
87.000000;22.000000;3.094010;move(25.000000, 0.000000, 0.000000);63.000000;24.000000;3.091630
63.000000;24.000000;3.091630;move(25.000000, 0.000000, 0.000000);40.000000;26.000000;3.046640
33.000000;24.000000;0.090660;move(25.000000, 0.000000, 0.000000);57.000000;26.000000;0.047583
57.000000;26.000000;0.047583;move(25.000000, 0.000000, 0.000000);82.000000;27.000000;0.047583
82.000000;27.000000;0.047583;move(25.000000, 0.000000, 0.000000);106.000000;30.000000;-0.000000
106.000000;30.000000;-0.000000;move(25.000000, 0.000000, 0.000000);130.000000;30.000000;0.047583
130.000000;30.000000;0.047583;move(25.000000, 0.000000, 0.000000);154.000000;30.000000;-0.000000
164.000000;40.000000;3.141590;move(25.000000, 0.000000, 0.000000);141.000000;41.000000;3.094010
141.000000;41.000000;3.094010;move(25.000000, 0.000000, 0.000000);117.000000;42.000000;3.141590
117.000000;42.000000;3.141590;move(25.000000, 0.000000, 0.000000);92.000000;40.000000;3.141590
92.000000;40.000000;3.141590;move(25.000000, 0.000000, 0.000000);68.000000;42.000000;3.141590
68.000000;42.000000;3.141590;move(25.000000, 0.000000, 0.000000);44.000000;44.000000;3.046640
43.000000;51.000000;0.047583;move(25.000000, 0.000000, 0.000000);66.000000;52.000000;0.045423
66.000000;52.000000;0.045423;move(25.000000, 0.000000, 0.000000);90.000000;53.000000;0.094952
90.000000;53.000000;0.094952;move(25.000000, 0.000000, 0.000000);114.000000;56.000000;-0.000000
114.000000;56.000000;-0.000000;move(25.000000, 0.000000, 0.000000);137.000000;57.000000;-0.000000
